"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"EMACBUS","194913","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","195013","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","195113","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","195213","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","195313","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","195413","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","195513","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","195613","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","195713","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","195813","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","195913","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","196013","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","196113","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","196213","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","196313","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","196413","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","196513","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","196613","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","196713","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","196813","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","196913","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197013","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197113","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197213","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197301","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197302","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197303","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197304","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197305","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197306","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197307","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197308","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197309","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197310","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197311","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197312","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197313","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197401","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197402","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197403","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197404","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197405","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197406","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197407","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197408","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197409","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197410","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197411","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197412","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197413","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197501","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197502","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197503","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197504","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197505","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197506","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197507","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197508","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197509","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197510","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197511","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197512","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197513","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197601","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197602","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197603","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197604","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197605","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197606","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197607","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197608","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197609","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197610","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197611","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197612","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197613","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197701","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197702","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197703","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197704","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197705","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197706","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197707","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197708","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197709","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197710","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197711","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197712","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197713","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197801","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197802","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197803","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197804","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197805","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197806","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197807","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197808","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197809","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197810","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197811","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197812","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197813","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197901","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197902","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197903","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197904","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197905","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197906","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197907","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197908","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197909","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197910","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197911","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197912","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","197913","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198001","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198002","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198003","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198004","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198005","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198006","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198007","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198008","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198009","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198010","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198011","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198012","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198013","Not Available","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198101","0.571","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198102","0.516","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198103","0.571","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198104","0.553","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198105","0.571","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198106","0.553","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198107","0.571","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198108","0.571","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198109","0.553","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198110","0.571","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198111","0.553","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198112","0.571","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198113","6.723","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198201","1.553","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198202","1.403","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198203","1.553","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198204","1.503","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198205","1.553","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198206","1.503","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198207","1.553","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198208","1.553","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198209","1.503","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198210","1.553","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198211","1.503","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198212","1.553","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198213","18.285","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198301","2.864","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198302","2.587","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198303","2.864","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198304","2.772","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198305","2.864","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198306","2.772","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198307","2.864","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198308","2.864","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198309","2.772","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198310","2.864","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198311","2.772","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198312","2.864","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198313","33.72","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198401","3.495","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198402","3.27","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198403","3.495","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198404","3.382","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198405","3.495","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198406","3.382","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198407","3.495","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198408","3.495","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198409","3.382","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198410","3.495","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198411","3.382","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198412","3.495","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198413","41.265","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198501","4.224","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198502","3.816","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198503","4.224","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198504","4.088","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198505","4.224","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198506","4.088","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198507","4.224","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198508","4.224","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198509","4.088","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198510","4.224","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198511","4.088","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198512","4.224","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198513","49.738","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198601","4.878","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198602","4.406","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198603","4.878","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198604","4.721","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198605","4.878","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198606","4.721","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198607","4.878","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198608","4.878","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198609","4.721","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198610","4.878","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198611","4.721","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198612","4.878","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198613","57.437","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198701","5.612","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198702","5.068","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198703","5.612","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198704","5.431","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198705","5.612","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198706","5.431","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198707","5.612","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198708","5.612","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198709","5.431","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198710","5.612","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198711","5.431","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198712","5.612","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198713","66.071","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198801","5.685","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198802","5.319","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198803","5.685","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198804","5.502","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198805","5.685","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198806","5.502","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198807","5.685","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198808","5.685","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198809","5.502","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198810","5.685","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
"EMACBUS","198811","5.502","1","Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector","Trillion Btu"
